STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,110420,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,110656,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,113170,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,124998,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,128056,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,131234,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,856361,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,873361,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,890848,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,855172,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,854675,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,864941,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FRA,France,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,859956,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,DEU,Germany,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,529000,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,DEU,Germany,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,575000,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,DEU,Germany,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,629000,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,DEU,Germany,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,669000,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,DEU,Germany,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,688000,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,104300,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,106233,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,107700,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,105800,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,108200,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,116100,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,126700,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,134200,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,137700,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISR,Israel,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,141500,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,602494,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,621780,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,623651,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,623271,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,623152,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,609076,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,628973,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,649265,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,645600,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,JPN,Japan,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,194386.9,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,JPN,Japan,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,171684.8,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,JPN,Japan,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,158714,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,2109,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,2100,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,2159,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,2182,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,2193,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,2268,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,2374,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,2416,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,2458,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LVA,Latvia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,2489,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,7235,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,7515,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,7685,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,7966,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,8012,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,5641,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,5803,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,6412,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,6723,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LUX,Luxembourg,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,3415,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LUX,Luxembourg,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,3531,,,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LUX,Luxembourg,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,3644,,,,,,,,,,,,,,,
